PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
33532864,Clinical utility of genetic testing in early-onset kidney disease: seven genes are the main players,"Domingo-Gallego A, Pybus M, Bullich G, Furlano M, Ejarque-Vila L, Lorente-Grandoso L, Ruiz P, Fraga G, López González M, Piñero-Fernández JA, Rodríguez-Peña L, Llano-Rivas I, Sáez R, Bujons-Tur A, Ariceta G, Guirado L, Torra R, Ars E.",Nephrol Dial Transplant. 2022 Mar 25;37(4):687-696. doi: 10.1093/ndt/gfab019.,Domingo-Gallego A,Nephrol Dial Transplant,2022,2021-02-03,,,10.1093/ndt/gfab019
37400792,Single-cell RNA sequencing for the study of kidney disease,"Zhu J, Lu J, Weng H.",Mol Med. 2023 Jul 3;29(1):85. doi: 10.1186/s10020-023-00693-8.,Zhu J,Mol Med,2023,2023-07-03,PMC10318824,,10.1186/s10020-023-00693-8
37261792,Genome-Wide Association Study of CKD Progression,"Robinson-Cohen C, Triozzi JL, Rowan B, He J, Chen HC, Zheng NS, Wei WQ, Wilson OD, Hellwege JN, Tsao PS, Gaziano JM, Bick A, Matheny ME, Chung CP, Lipworth L, Siew ED, Ikizler TA, Tao R, Hung AM.",J Am Soc Nephrol. 2023 Sep 1;34(9):1547-1559. doi: 10.1681/ASN.0000000000000170. Epub 2023 Jun 1.,Robinson-Cohen C,J Am Soc Nephrol,2023,2023-06-01,PMC10482057,,10.1681/ASN.0000000000000170
36573973,Exome Sequencing of a Clinical Population for Autosomal Dominant Polycystic Kidney Disease,"Chang AR, Moore BS, Luo JZ, Sartori G, Fang B, Jacobs S, Abdalla Y, Taher M, Carey DJ, Triffo WJ, Singh G, Mirshahi T.",JAMA. 2022 Dec 27;328(24):2412-2421. doi: 10.1001/jama.2022.22847.,Chang AR,JAMA,2022,2022-12-27,PMC9856880,,10.1001/jama.2022.22847
34264297,Genetic testing in the diagnosis of chronic kidney disease: recommendations for clinical practice,"Knoers N, Antignac C, Bergmann C, Dahan K, Giglio S, Heidet L, Lipska-Ziętkiewicz BS, Noris M, Remuzzi G, Vargas-Poussou R, Schaefer F.",Nephrol Dial Transplant. 2022 Jan 25;37(2):239-254. doi: 10.1093/ndt/gfab218.,Knoers N,Nephrol Dial Transplant,2022,2021-07-15,PMC8788237,,10.1093/ndt/gfab218
33437033,Genomic diagnostics in polycystic kidney disease: an assessment of real-world use of whole-genome sequencing,"Mallawaarachchi AC, Lundie B, Hort Y, Schonrock N, Senum SR, Gayevskiy V, Minoche AE, Hollway G, Ohnesorg T, Hinchcliffe M, Patel C, Tchan M, Mallett A, Dinger ME, Rangan G, Cowley MJ, Harris PC, Burnett L, Shine J, Furlong TJ.",Eur J Hum Genet. 2021 May;29(5):760-770. doi: 10.1038/s41431-020-00796-4. Epub 2021 Jan 12.,Mallawaarachchi AC,Eur J Hum Genet,2021,2021-01-13,PMC8110527,,10.1038/s41431-020-00796-4
33226606,Clinical exome sequencing is a powerful tool in the diagnostic flow of monogenic kidney diseases: an Italian experience,"Vaisitti T, Sorbini M, Callegari M, Kalantari S, Bracciamà V, Arruga F, Vanzino SB, Rendine S, Togliatto G, Giachino D, Pelle A, Cocchi E, Benvenuta C, Baldovino S, Rollino C, Fenoglio R, Sciascia S, Tamagnone M, Vitale C, Calabrese G, Biancone L, Bussolino S, Savoldi S, Borzumati M, Cantaluppi V, Chiappero F, Ungari S, Peruzzi L, Roccatello D, Amoroso A, Deaglio S.",J Nephrol. 2021 Oct;34(5):1767-1781. doi: 10.1007/s40620-020-00898-8. Epub 2020 Nov 23.,Vaisitti T,J Nephrol,2021,2020-11-23,PMC8494711,,10.1007/s40620-020-00898-8
37794564,The Clinical Utility of Genetic Testing in the Diagnosis and Management of Adults with Chronic Kidney Disease,"Dahl NK, Bloom MS, Chebib FT, Clark D, Westemeyer M, Jandeska S, Zhang Z, Milo-Rasouly H, Kolupaeva V, Marasa M, Broumand V, Fatica RA, Raj DS, Demko ZP, Marshall K, Punj S, Tabriziani H, Bhorade S, Gharavi AG.",J Am Soc Nephrol. 2023 Dec 1;34(12):2039-2050. doi: 10.1681/ASN.0000000000000249. Epub 2023 Oct 5.,Dahl NK,J Am Soc Nephrol,2023,2023-10-05,PMC10703084,,10.1681/ASN.0000000000000249
32939031,Clinical impact of genomic testing in patients with suspected monogenic kidney disease,"Jayasinghe K, Stark Z, Kerr PG, Gaff C, Martyn M, Whitlam J, Creighton B, Donaldson E, Hunter M, Jarmolowicz A, Johnstone L, Krzesinski E, Lunke S, Lynch E, Nicholls K, Patel C, Prawer Y, Ryan J, See EJ, Talbot A, Trainer A, Tytherleigh R, Valente G, Wallis M, Wardrop L, West KH, White SM, Wilkins E, Mallett AJ, Quinlan C.",Genet Med. 2021 Jan;23(1):183-191. doi: 10.1038/s41436-020-00963-4. Epub 2020 Sep 17.,Jayasinghe K,Genet Med,2021,2020-09-17,PMC7790755,,10.1038/s41436-020-00963-4
32450155,Clinical and genetic spectra of autosomal dominant tubulointerstitial kidney disease due to mutations in UMOD and MUC1,"Olinger E, Hofmann P, Kidd K, Dufour I, Belge H, Schaeffer C, Kipp A, Bonny O, Deltas C, Demoulin N, Fehr T, Fuster DG, Gale DP, Goffin E, Hodaňová K, Huynh-Do U, Kistler A, Morelle J, Papagregoriou G, Pirson Y, Sandford R, Sayer JA, Torra R, Venzin C, Venzin R, Vogt B, Živná M, Greka A, Dahan K, Rampoldi L, Kmoch S, Bleyer AJ Sr, Devuyst O.",Kidney Int. 2020 Sep;98(3):717-731. doi: 10.1016/j.kint.2020.04.038. Epub 2020 May 22.,Olinger E,Kidney Int,2020,2020-05-26,,,10.1016/j.kint.2020.04.038
35368817,Clinical Utility of Genetic Testing in the Precision Diagnosis and Management of Pediatric Patients with Kidney and Urinary Tract Diseases,"Bekheirnia N, Glinton KE, Rossetti L, Manor J, Chen W, Lamb DJ, Braun MC, Bekheirnia MR.",Kidney360. 2020 Oct 30;2(1):90-104. doi: 10.34067/KID.0002272020. eCollection 2021 Jan 28.,Bekheirnia N,Kidney360,2020,2022-04-04,PMC8785738,,10.34067/KID.0002272020
38972501,Genetic Characterization of Kidney Failure of Unknown Etiology in Spain: Findings From the GENSEN Study,"Blasco M, Quiroga B, García-Aznar JM, Castro-Alonso C, Fernández-Granados SJ, Luna E, Fernández Fresnedo G, Ossorio M, Izquierdo MJ, Sanchez-Ospina D, Castañeda-Infante L, Mouzo R, Cao M, Besada-Cerecedo ML, Pan-Lizcano R, Torra R, Ortiz A, de Sequera P; GENSEN Study Investigators.",Am J Kidney Dis. 2024 Dec;84(6):719-730.e1. doi: 10.1053/j.ajkd.2024.04.021. Epub 2024 Jul 6.,Blasco M,Am J Kidney Dis,2024,2024-07-07,,,10.1053/j.ajkd.2024.04.021
38797326,Genome-wide association study of hospitalized patients and acute kidney injury,"Siew ED, Hellwege JN, Hung AM, Birkelo BC, Vincz AJ, Parr SK, Denton J, Greevy RA, Robinson-Cohen C, Liu H, Susztak K, Matheny ME, Velez Edwards DR.",Kidney Int. 2024 Aug;106(2):291-301. doi: 10.1016/j.kint.2024.04.019. Epub 2024 May 24.,Siew ED,Kidney Int,2024,2024-05-26,PMC11260539,NIHMS1998648,10.1016/j.kint.2024.04.019
38104198,Genomic and epigenomic integrative subtypes of renal cell carcinoma in a Japanese cohort,"Fukagawa A, Hama N, Totoki Y, Nakamura H, Arai Y, Saito-Adachi M, Maeshima A, Matsui Y, Yachida S, Ushiku T, Shibata T.",Nat Commun. 2023 Dec 16;14(1):8383. doi: 10.1038/s41467-023-44159-1.,Fukagawa A,Nat Commun,2023,2023-12-16,PMC10725467,,10.1038/s41467-023-44159-1
37126668,Genetic Association Analysis of Chronic Kidney Disease Progression in a Small Korean Cohort Study,"Ghasemi S, Wuttke M.",J Am Soc Nephrol. 2023 May 1;34(5):729-731. doi: 10.1681/ASN.0000000000000110.,Ghasemi S,J Am Soc Nephrol,2023,2023-05-01,PMC10371272,,10.1681/ASN.0000000000000110
38671320,Multi-ancestry genome-wide association study of kidney cancer identifies 63 susceptibility regions,"Purdue MP, Dutta D, Machiela MJ, Gorman BR, Winter T, Okuhara D, Cleland S, Ferreiro-Iglesias A, Scheet P, Liu A, Wu C, Antwi SO, Larkin J, Zequi SC, Sun M, Hikino K, Hajiran A, Lawson KA, Cárcano F, Blanchet O, Shuch B, Nepple KG, Margue G, Sundi D, Diver WR, Folgueira MAAK, van Bokhoven A, Neffa F, Brown KM, Hofmann JN, Rhee J, Yeager M, Cole NR, Hicks BD, Manning MR, Hutchinson AA, Rothman N, Huang WY, Linehan WM, Lori A, Ferragu M, Zidane-Marinnes M, Serrano SV, Magnabosco WJ; BioBank Japan Project; Vilas A, Decia R, Carusso F, Graham LS, Anderson K, Bilen MA, Arciero C, Pellegrin I, Ricard S; FinnGen; Scelo G, Banks RE, Vasudev NS, Soomro N, Stewart GD, Adeyoju A, Bromage S, Hrouda D, Gibbons N, Patel P, Sullivan M, Protheroe A, Nugent FI, Fournier MJ, Zhang X, Martin LJ, Komisarenko M, Eisen T, Cunningham SA, Connolly DC, Uzzo RG, Zaridze D, Mukeria A, Holcatova I, Hornakova A, Foretova L, Janout V, Mates D, Jinga V, Rascu S, Mijuskovic M, Savic S, Milosavljevic S, Gaborieau V, Abedi-Ardekani B, McKay J, Johansson M, Phouthavongsy L, Hayman L, Li J, Lungu I, Bezerra SM, Souza AG, Sares CTG, Reis RB, et al.",Nat Genet. 2024 May;56(5):809-818. doi: 10.1038/s41588-024-01725-7. Epub 2024 Apr 26.,Purdue MP,Nat Genet,2024,2024-04-26,,,10.1038/s41588-024-01725-7
35229136,"Genetic Etiologies, Diagnosis, and Management of Neonatal Cystic Kidney Disease","Heidenreich LS, Bendel-Stenzel EM, Harris PC, Hanna C.",Neoreviews. 2022 Mar 1;23(3):e175-e188. doi: 10.1542/neo.23-3-e175.,Heidenreich LS,Neoreviews,2022,2022-03-01,,,10.1542/neo.23-3-e175
32739203,Genetic testing for kidney disease of unknown etiology,"Hays T, Groopman EE, Gharavi AG.",Kidney Int. 2020 Sep;98(3):590-600. doi: 10.1016/j.kint.2020.03.031. Epub 2020 Apr 24.,Hays T,Kidney Int,2020,2020-08-03,PMC7784921,NIHMS1617330,10.1016/j.kint.2020.03.031
36753701,A Clinical Workflow for Cost-Saving High-Rate Diagnosis of Genetic Kidney Diseases,"Becherucci F, Landini S, Palazzo V, Cirillo L, Raglianti V, Lugli G, Tiberi L, Dirupo E, Bellelli S, Mazzierli T, Lomi J, Ravaglia F, Sansavini G, Allinovi M, Giannese D, Somma C, Spatoliatore G, Vergani D, Artuso R, Rosati A, Cirami C, Dattolo PC, Campolo G, De Chiara L, Papi L, Vaglio A, Lazzeri E, Anders HJ, Mazzinghi B, Romagnani P.",J Am Soc Nephrol. 2023 Apr 1;34(4):706-720. doi: 10.1681/ASN.0000000000000076. Epub 2023 Jan 17.,Becherucci F,J Am Soc Nephrol,2023,2023-02-08,PMC10103218,,10.1681/ASN.0000000000000076
35994232,Genetic diagnosis and treatment of hereditary renal tubular disease with hypokalemia and alkalosis,"Guo W, Ji P, Xie Y.",J Nephrol. 2023 Mar;36(2):575-591. doi: 10.1007/s40620-022-01428-4. Epub 2022 Aug 22.,Guo W,J Nephrol,2023,2022-08-22,,,10.1007/s40620-022-01428-4
39138396,Panel miRNAs are potential diagnostic markers for chronic kidney diseases: a systematic review and meta-analysis,"Garmaa G, Nagy R, Kói T, To UND, Gergő D, Kleiner D, Csupor D, Hegyi P, Kökény G.",BMC Nephrol. 2024 Aug 13;25(1):261. doi: 10.1186/s12882-024-03702-y.,Garmaa G,BMC Nephrol,2024,2024-08-13,PMC11323638,,10.1186/s12882-024-03702-y
34237823,Clinical and genetic characteristics of Korean autosomal dominant polycystic kidney disease patients,"Oh YK, Park HC, Ryu H, Kim YC, Oh KH.",Korean J Intern Med. 2021 Jul;36(4):767-779. doi: 10.3904/kjim.2021.176. Epub 2021 Jul 1.,Oh YK,Korean J Intern Med,2021,2021-07-08,PMC8273813,,10.3904/kjim.2021.176
34519781,Clinical and genetic spectra of autosomal dominant tubulointerstitial kidney disease,"Mabillard H, Sayer JA, Olinger E.",Nephrol Dial Transplant. 2023 Feb 13;38(2):271-282. doi: 10.1093/ndt/gfab268.,Mabillard H,Nephrol Dial Transplant,2023,2021-09-14,PMC9923703,,10.1093/ndt/gfab268
32646915,Clinical Genetic Screening in Adult Patients with Kidney Disease,"Cocchi E, Nestor JG, Gharavi AG.",Clin J Am Soc Nephrol. 2020 Oct 7;15(10):1497-1510. doi: 10.2215/CJN.15141219. Epub 2020 Jul 9.,Cocchi E,Clin J Am Soc Nephrol,2020,2020-07-11,PMC7536756,,10.2215/CJN.15141219
38190104,Genome-wide study investigating effector genes and polygenic prediction for kidney function in persons with ancestry from Africa and the Americas,"Hughes O, Bentley AR, Breeze CE, Aguet F, Xu X, Nadkarni G, Sun Q, Lin BM, Gilliland T, Meyer MC, Du J, Raffield LM, Kramer H, Morton RW, Gouveia MH, Atkinson EG, Valladares-Salgado A, Wacher-Rodarte N, Dueker ND, Guo X, Hai Y, Adeyemo A, Best LG, Cai J, Chen G, Chong M, Doumatey A, Eales J, Goodarzi MO, Ipp E, Irvin MR, Jiang M, Jones AC, Kooperberg C, Krieger JE, Lange EM, Lanktree MB, Lash JP, Lotufo PA, Loos RJF, Ha My VT, Peralta-Romero J, Qi L, Raffel LJ, Rich SS, Rodriquez EJ, Tarazona-Santos E, Taylor KD, Umans JG, Wen J, Young BA, Yu Z, Zhang Y, Ida Chen YD, Rundek T, Rotter JI, Cruz M, Fornage M, Lima-Costa MF, Pereira AC, Paré G, Natarajan P, Cole SA, Carson AP, Lange LA, Li Y, Perez-Stable EJ, Do R, Charchar FJ, Tomaszewski M, Mychaleckyj JC, Rotimi C, Morris AP, Franceschini N.",Cell Genom. 2024 Jan 10;4(1):100468. doi: 10.1016/j.xgen.2023.100468. Epub 2023 Dec 22.,Hughes O,Cell Genom,2024,2024-01-08,PMC10794846,,10.1016/j.xgen.2023.100468
36623684,Identification of Novel Genetic Risk Factors for Focal Segmental Glomerulosclerosis in Children: Results From the Chronic Kidney Disease in Children (CKiD) Cohort,"Durand A, Winkler CA, Vince N, Douillard V, Geffard E, Binns-Roemer E, Ng DK, Gourraud PA, Reidy K, Warady B, Furth S, Kopp JB, Kaskel FJ, Limou S.",Am J Kidney Dis. 2023 Jun;81(6):635-646.e1. doi: 10.1053/j.ajkd.2022.11.003. Epub 2023 Jan 6.,Durand A,Am J Kidney Dis,2023,2023-01-09,,,10.1053/j.ajkd.2022.11.003
36444934,Whole-exome sequencing study identifies four novel gene loci associated with diabetic kidney disease,"Pan Y, Sun X, Mi X, Huang Z, Hsu Y, Hixson JE, Munzy D, Metcalf G, Franceschini N, Tin A, Köttgen A, Francis M; NHLBI Trans-Omics for Precision Medicine (TOPMed) Consortium TOPMed Kidney Function Working Group; Brody JA, Kestenbaum B, Sitlani CM, Mychaleckyj JC, Kramer H, Lange LA, Guo X, Hwang SJ, Irvin MR, Smith JA, Yanek LR, Vaidya D, Chen YI, Fornage M, Lloyd-Jones DM, Hou L, Mathias RA, Mitchell BD, Peyser PA, Kardia SLR, Arnett DK, Correa A, Raffield LM, Vasan RS, Cupple LA, Levy D, Kaplan RC, North KE, Rotter JI, Kooperberg C, Reiner AP, Psaty BM, Tracy RP, Gibbs RA, Morrison AC, Feldman H, Boerwinkle E, He J, Kelly TN; CRIC Study Investigators.",Hum Mol Genet. 2023 Mar 6;32(6):1048-1060. doi: 10.1093/hmg/ddac290.,Pan Y,Hum Mol Genet,2023,2022-11-29,PMC9990994,,10.1093/hmg/ddac290
38852815,ALK-Rearranged Renal Cell Carcinoma: A Multi-Institutional Study of 9 Cases With Expanding the Morphologic and Molecular Genetic Spectrum,"Zhao M, Yin X, Yang X, Gan H, Chen N, Duan G, Bai Y, Teng X, Xu J, Fang R, Wang S, Zhong S, Wang X, Teng L.",Mod Pathol. 2024 Aug;37(8):100536. doi: 10.1016/j.modpat.2024.100536. Epub 2024 Jun 8.,Zhao M,Mod Pathol,2024,2024-06-09,,,10.1016/j.modpat.2024.100536
37270787,Genetic diagnosis of kidney disease by whole exome sequencing and its clinical application,"Jung J, Lee JH, Seo GH, Keum C, Kang HG, Cho H, Lee H, Park SK, Baek CH, Han R, Lee ST, Cho MH, Yim HE, Koo JW, Lee BH.",Clin Genet. 2023 Sep;104(3):298-312. doi: 10.1111/cge.14382. Epub 2023 Jun 4.,Jung J,Clin Genet,2023,2023-06-04,,,10.1111/cge.14382
35115544,First genome-wide association study investigating blood pressure and renal traits in domestic cats,"Jepson RE, Warren H, Wallace MD, Syme HM, Elliott J, Munroe PB.",Sci Rep. 2022 Feb 3;12(1):1899. doi: 10.1038/s41598-022-05494-3.,Jepson RE,Sci Rep,2022,2022-02-04,PMC8813908,,10.1038/s41598-022-05494-3
32312792,Clinical Integration of Genome Diagnostics for Congenital Anomalies of the Kidney and Urinary Tract,"Westland R, Renkema KY, Knoers NVAM.",Clin J Am Soc Nephrol. 2020 Dec 31;16(1):128-137. doi: 10.2215/CJN.14661119. Epub 2020 Apr 20.,Westland R,Clin J Am Soc Nephrol,2020,2020-04-22,PMC7792653,,10.2215/CJN.14661119
31853010,Design and application of single-cell RNA sequencing to study kidney immune cells in lupus nephritis,"Rao DA, Arazi A, Wofsy D, Diamond B.",Nat Rev Nephrol. 2020 Apr;16(4):238-250. doi: 10.1038/s41581-019-0232-6. Epub 2019 Dec 18.,Rao DA,Nat Rev Nephrol,2020,2019-12-20,PMC7251304,NIHMS1584364,10.1038/s41581-019-0232-6
34067580,A Genome-Wide Association Study for Hypertensive Kidney Disease in Korean Men,"Kim HR, Jin HS, Eom YB.",Genes (Basel). 2021 May 17;12(5):751. doi: 10.3390/genes12050751.,Kim HR,Genes (Basel),2021,2021-06-02,PMC8155956,,10.3390/genes12050751
37624678,Genome-Wide Analysis of Kidney Renal Cell Carcinoma: Exploring Differentially Expressed Genes for Diagnostic and Therapeutic Targets,"Mathur Y, Shafie A, Alharbi B, Ashour AA, Al-Soud WA, Alhassan HH, Alharethi SH, Anjum F.",OMICS. 2023 Aug;27(8):393-401. doi: 10.1089/omi.2023.0056.,Mathur Y,OMICS,2023,2023-08-25,,,10.1089/omi.2023.0056
37103770,"Genetic, clinical, and pathological study of patients with severe hypertension-associated renal microangiopathy","Chen X, Zhang X, Wang Y, Wang S, Zhao M.",J Nephrol. 2023 Dec;36(9):2477-2490. doi: 10.1007/s40620-023-01644-6. Epub 2023 Apr 27.,Chen X,J Nephrol,2023,2023-04-27,,,10.1007/s40620-023-01644-6
39405682,Association of acute exposure to PM(2.5) constituents and sources with kidney injury: A longitudinal panel study of Nrf2 promoter polymorphism,"Xu R, Zhang P, Wu T, Liu H, Wang F, Peng J, Lu S, Jiang X, Li Z, Wei Y.",J Hazard Mater. 2024 Dec 5;480:136141. doi: 10.1016/j.jhazmat.2024.136141. Epub 2024 Oct 11.,Xu R,J Hazard Mater,2024,2024-10-15,,,10.1016/j.jhazmat.2024.136141
39402708,Functional Natural Killer-cell Genetics and Microvascular Inflammation After Kidney Transplantation: An Observational Cohort Study,"Diebold M, Vietzen H, Schatzl M, Mayer KA, Haindl S, Heinzel A, Hittmeyer P, Herz CT, Hopfer H, Menter T, Kühner LM, Berger SM, Puchhammer-Stöckl E, Doberer K, Steiger J, Schaub S, Böhmig GA.",Transplantation. 2025 May 1;109(5):860-870. doi: 10.1097/TP.0000000000005228. Epub 2025 Apr 17.,Diebold M,Transplantation,2025,2024-10-15,PMC12011434,,10.1097/TP.0000000000005228
37489581,Genomic testing for suspected monogenic kidney disease in children and adults: A health economic evaluation,"Wu Y, Jayasinghe K, Stark Z, Quinlan C, Patel C, McCarthy H, Mallawaarachchi AC, Kerr PG, Alexander S, Mallett AJ, Goranitis I; KidGen Collaborative investigators.",Genet Med. 2023 Nov;25(11):100942. doi: 10.1016/j.gim.2023.100942. Epub 2023 Jul 22.,Wu Y,Genet Med,2023,2023-07-25,,,10.1016/j.gim.2023.100942
38905995,Screening of potential drugs for the treatment of diabetic kidney disease using single-cell transcriptome sequencing and connectivity map data,"Li Y, Gao S, Guo Z, Chen Z, Wei Y, Li Y, Ba Y, Liu Z, Bao H.",Biochem Biophys Res Commun. 2024 Sep 17;725:150263. doi: 10.1016/j.bbrc.2024.150263. Epub 2024 Jun 13.,Li Y,Biochem Biophys Res Commun,2024,2024-06-21,,,10.1016/j.bbrc.2024.150263
39819994,The Diagnostic Yield of Genomic Sequencing-based Genetic Kidney Disease Testing in Kidney Transplant Candidates: Experience at an Urban US Transplant Center,"Abu Al Rub F, Elsurer Afsar R, Fleetwood VA, Bastani B, Randall H, Nazzal M, Varma C, Afsar B, Jackson H, Yount S, Wooley C, Light J, Davis V, Caliskan Y, Lentine KL.",Transplantation. 2025 Jul 1;109(7):1201-1208. doi: 10.1097/TP.0000000000005288. Epub 2025 Jan 14.,Abu Al Rub F,Transplantation,2025,2025-01-17,,,10.1097/TP.0000000000005288
33783510,Discovery and fine-mapping of kidney function loci in first genome-wide association study in Africans,"Fatumo S, Chikowore T, Kalyesubula R, Nsubuga RN, Asiki G, Nashiru O, Seeley J, Crampin AC, Nitsch D, Smeeth L, Kaleebu P, Burgess S, Nyirenda M, Franceschini N, Morris AP, Tomlinson L, Newton R.",Hum Mol Genet. 2021 Jul 28;30(16):1559-1568. doi: 10.1093/hmg/ddab088.,Fatumo S,Hum Mol Genet,2021,2021-03-30,PMC8330895,,10.1093/hmg/ddab088
36245662,A Practical Guide to Genetic Testing for Kidney Disorders of Unknown Etiology,"Aron AW, Dahl NK, Besse W.",Kidney360. 2022 Jul 8;3(9):1640-1651. doi: 10.34067/KID.0007552021. eCollection 2022 Sep 29.,Aron AW,Kidney360,2022,2022-10-17,PMC9528385,,10.34067/KID.0007552021
